Operateur;X;Y;2G;3G;4G
20815;651865;6865072;0;1;1
20801;651865;6869335;1;1;1
20820;651866;6861920;1;1;0
20815;651866;6863659;0;1;0
20815;651867;6869333;0;1;1
20810;651868;6864632;0;1;1
20810;651868;6869311;1;1;1
20810;651879;6861680;0;1;0
20815;651880;6858610;0;1;1
20810;651880;6861923;1;1;0
20810;651882;6867808;1;1;1
20820;651883;6852809;1;1;1
20820;651883;6864168;1;1;1
20810;651884;6864200;1;0;0
20801;651885;6853294;1;1;1
20810;651887;6976459;1;1;1
20801;651889;6866394;0;1;0
20820;651890;6869784;1;1;1
20810;651893;6843787;1;1;1
20820;651893;6861653;1;1;1
20801;651893;6864201;0;0;0
20820;651894;6861661;1;1;1
20801;651894;6866766;1;1;1
20801;651894;6974972;1;1;1
20815;651895;6867774;0;1;1
20815;651898;6868411;0;1;1
20810;651899;6851615;1;1;1
20801;651900;6852730;0;0;0
20820;651902;6975004;1;1;1
20820;651903;6863693;1;1;1
20801;651903;6867771;1;1;1
20810;651903;6868414;1;1;1
20820;651905;6864192;1;0;0
20820;651907;6863644;1;1;1
20820;651909;6281520;1;1;1
20815;651910;6857936;0;1;1
20810;651910;6975008;1;1;1
20801;651911;6864946;0;0;0
20820;651911;6864952;1;0;0
20801;651912;6865539;0;1;0
20801;651912;6867406;0;0;0
20810;651916;6857515;1;0;0
20801;651917;6869052;0;0;0
20810;651919;6863245;0;1;0
20801;651920;6865377;0;0;0
20801;651920;6869215;0;0;0
20801;651921;6861583;0;0;0
20820;651922;6857933;1;1;1
20810;651923;6857566;1;1;1
20801;651923;6870700;1;1;1
20815;651925;6689414;0;1;0
20815;651926;6859913;0;1;1
20810;651927;6281537;1;1;1
20810;651927;6862190;1;1;1
20801;651927;6863859;1;1;1
20810;651927;6865393;0;1;0
20820;651928;6865389;1;1;1
20810;651933;6873872;1;1;1
20820;651934;6859909;1;1;1
20810;651934;6864999;1;0;0
20810;651934;6865648;0;1;0
20810;651939;6866299;1;1;1
20810;651940;6858091;1;1;1
20820;651941;6859195;1;1;1
20810;651941;6859918;0;1;1
20820;651942;6861572;1;1;1
20810;651945;6863636;0;1;0
20801;651947;6860652;0;1;1
20801;651947;6866571;0;0;0
20820;651948;6858649;1;1;1
20820;651948;6858649;1;1;0
20810;651948;6860624;0;1;1
20801;651948;6866038;0;0;0
20810;651950;6850936;1;1;1
20815;651950;6860657;0;1;1
20820;651950;6864644;1;1;1
20820;651950;6866037;1;0;0
20801;651951;6858648;1;1;1
20810;651951;6872353;0;1;0
20815;651953;6742690;0;1;1
20801;651953;6742690;1;1;1
20801;651954;6850934;1;1;1
20810;651954;6865053;0;1;0
20801;651957;6862955;0;1;0
20810;651958;6866050;1;0;0
20810;651959;6866573;1;0;0
20810;651960;6863454;0;1;0
20820;651964;6862691;1;1;1
20810;651964;6863230;0;1;1
20820;651965;6689270;1;1;1
20810;651965;6689270;1;1;1
20801;651966;6862373;1;1;1
20810;651967;6853491;1;1;1
20815;651969;6862379;0;1;1
20801;651970;6861642;0;1;0
20801;651971;6859194;1;1;1
20810;651973;6859209;1;1;1
20820;651973;6862386;1;1;1
20820;651973;6976438;1;1;1
20820;651975;6863262;1;0;0
20801;651975;6868054;1;1;1
20810;651977;6863558;0;1;1
20801;651978;6235479;1;1;1
20815;651978;7102773;0;1;1
20810;651981;6864103;0;1;0
20810;651982;6862336;0;1;0
20810;651983;6864988;1;0;0
20820;651983;6866549;1;0;0
20820;651985;6859551;1;1;1
20810;651985;6863268;1;0;0
20815;651985;6863917;0;1;1
20820;651987;6860318;1;1;1
20820;651987;6866585;1;1;1
20810;651990;6860318;1;1;1
20801;651990;6861155;1;1;1
20801;651991;6864115;0;0;0
20815;651994;6864404;0;1;1
20815;651996;6856218;0;1;1
20801;651997;6856221;1;1;1
20810;652000;6864483;0;1;0
20801;652002;6863091;0;1;0
20801;652003;6839927;1;1;0
20815;652004;6873988;0;1;1
20801;652005;6863568;0;0;0
20815;652005;6866073;0;1;1
20820;652006;6839906;1;1;1
20810;652006;6863780;0;1;0
20810;652008;6869755;1;1;1
20810;652010;6858637;1;1;1
20801;652011;7104061;0;1;1
20810;652011;7104066;1;1;0
20801;652016;6863249;0;0;0
20801;652016;6866455;0;1;0
20801;652018;6324755;0;1;1
20810;652020;6862807;1;0;0
20801;652020;6886089;1;1;1
20815;652021;6863095;0;1;1
20801;652022;6863439;0;1;0
20801;652022;6866013;0;0;0
20810;652026;6862299;1;0;0
20820;652027;6862299;1;1;1
20810;652027;6862299;1;1;1
20815;652028;6852415;0;1;1
20820;652030;6499561;1;1;1
20801;652031;6861770;1;1;1
20815;652031;6866927;0;1;1
20810;652031;6866932;1;1;1
20801;652032;6857977;0;0;0
20810;652033;6499555;1;1;1
20810;652035;6863786;1;0;0
20801;652037;6861875;0;1;0
20801;652037;6865993;0;1;0
20820;652039;6863785;1;1;0
20815;652041;6859359;0;1;1
20801;652041;6863790;0;0;0
20801;652041;6864501;0;1;0
20810;652045;6856526;1;1;1
20810;652047;6861340;1;1;1
20820;652048;6862459;1;0;1
20820;652048;6862459;1;0;1
20801;652048;6865574;1;1;1
20801;652049;6862632;0;0;0
20820;652049;6863417;1;1;1
20820;652050;6861528;1;1;1
20815;652051;6835969;0;1;1
20801;652051;6862454;0;0;0
20801;652052;6862442;0;0;0
20801;652052;6862791;0;0;0
20815;652052;6863436;0;1;1
20801;652053;6862652;0;0;0
20820;652056;6863270;1;0;1
20801;652057;6861662;0;0;0
20801;652061;6168603;1;1;1
20820;652062;6861650;1;1;1
20810;652070;6267920;1;1;1
20820;652070;6861333;1;1;1
20810;652070;6861718;1;0;0
20820;652070;6863889;1;0;0
20801;652073;6860832;0;0;0
20815;652074;6267938;0;1;1
20820;652075;6866013;1;1;1
20810;652079;6875021;1;1;1
20801;652079;6875026;1;1;1
20810;652080;6862767;1;1;1
20810;652080;6864780;1;1;1
20820;652084;6267915;1;1;1
20801;652085;6267969;1;1;1
20801;652086;6862383;0;0;0
20820;652086;6878411;1;1;1
20801;652087;6864970;0;1;1
20820;652090;6862595;1;1;1
20815;652096;6855454;0;1;1
20810;652096;6877456;1;1;1
20810;652098;6862402;0;1;0
20810;652098;6863102;0;1;1
20810;652099;6861884;1;0;0
20801;652102;6861880;0;0;0
20810;652103;6857382;1;1;1
20820;652103;6861095;1;1;1
20820;652106;6859960;1;1;1
20820;652106;6875019;1;1;1
20820;652107;6861890;1;0;0
20801;652107;6923717;1;1;1
20820;652108;6873666;1;1;1
20801;652110;6863114;0;1;0
20820;652110;6923731;1;1;1
20810;652114;6866489;1;0;0
20810;652115;6862605;1;1;1
20801;652115;6996993;1;1;0
20801;652116;6862609;0;0;0
20801;652117;6243821;1;1;1
20820;652121;6863046;1;1;1
20801;652124;6860597;1;1;1
20801;652126;6859908;1;1;1
20820;652127;6862755;1;1;1
20820;652129;6862695;1;1;1
20820;652129;6876513;1;1;1
20820;652131;6729879;1;1;0
20801;652131;6876514;0;1;1
20820;652132;6856192;1;1;1
20820;652133;6863595;1;0;1
20801;652134;6859557;1;1;1
20810;652134;6923718;1;1;1
20801;652135;6868735;1;1;1
20801;652136;6863784;1;1;1
20815;652137;6729903;0;1;1
20801;652137;6861348;0;1;0
20810;652145;6863981;0;1;0
20815;652147;6878404;0;1;1
20801;652149;6863351;0;0;0
20810;652150;6862596;0;1;0
20810;652151;6862596;1;1;1
20815;652152;6821138;0;1;1
20801;652154;6501490;1;1;1
20801;652156;6862553;0;0;0
20810;652157;6865980;1;0;0
20810;652158;6863627;0;1;0
20815;652158;6865657;0;1;1
20801;652159;6865653;0;1;1
20820;652160;6849131;1;0;0
20820;652160;6861331;1;0;0
20820;652160;6862594;1;1;1
20801;652160;6863588;0;0;0
20820;652161;6858381;1;1;1
20801;652161;6861337;0;0;0
20810;652162;6861334;1;0;0
20820;652163;6864985;1;1;1
20801;652163;6866180;0;0;0
20810;652164;6865263;1;1;1
20801;652166;6862701;0;1;1
20801;652166;6863513;0;0;0
20801;652166;6865272;1;1;1
20801;652166;6978303;1;1;0
20810;652169;6866181;1;0;0
20801;652170;6881341;1;1;1
20815;652173;6866394;0;1;1
20820;652174;6865277;1;1;1
20810;652179;6839675;1;1;1
20801;652180;6860395;1;1;1
20801;652180;6860997;0;0;0
20820;652181;6866188;1;0;0
20815;652183;6978310;0;1;0
20810;652188;6854192;1;1;1
20801;652188;6862662;0;0;0
20810;652189;6864229;1;1;1
20810;652189;6867176;1;1;1
20810;652190;6845417;1;1;1
20820;652190;6870875;1;1;1
20820;652192;6531185;1;1;1
20810;652192;6531185;1;1;1
20801;652195;6864234;1;1;1
20810;652196;6863726;0;1;1
20815;652198;6843139;0;1;1
20815;652198;6860382;0;1;1
20810;652199;6862676;1;1;0
20801;652201;6843123;1;1;1
20820;652201;6867040;1;1;1
20801;652204;6862932;0;0;0
20801;652206;6861742;0;0;0
20801;652207;6864541;0;1;0
20810;652208;6862477;0;1;0
20801;652209;6864617;0;0;0
20810;652211;6862299;0;1;0
20820;652212;6841678;1;1;1
20820;652214;6867333;1;1;1
20820;652215;6860222;1;0;1
20815;652217;6858990;0;1;1
20801;652222;6873195;0;1;1
20810;652224;6863582;0;1;0
20815;652225;6875208;0;1;1
20820;652226;6862815;1;0;0
20801;652228;6851636;0;0;0
20801;652229;6845415;1;1;1
20801;652229;6863437;0;0;0
20820;652229;6865175;1;0;0
20810;652231;6861143;0;1;0
20801;652232;6862829;0;0;0
20801;652233;6862856;0;1;0
20810;652236;6862857;0;1;0
20801;652238;6858480;1;1;1
20810;652239;6860815;0;1;0
20801;652240;6851951;0;0;0
20810;652243;6862865;1;0;0
20815;652244;6859995;0;1;1
20815;652246;6845401;0;1;0
20801;652247;6863105;1;1;0
20801;652248;6860672;0;1;0
20801;652259;6871936;1;1;1
20810;652260;6862065;1;1;0
20810;652261;7031225;1;1;1
20810;652264;6864510;0;0;1
20801;652267;6853779;1;1;1
20801;652267;6864346;0;0;0
20815;652268;6850563;0;1;1
20810;652268;6864326;1;0;0
20815;652269;6863757;0;1;1
20820;652272;6865040;1;1;1
20815;652276;6863352;0;1;1
20801;652277;6851371;0;0;0
20801;652279;6862480;0;1;0
20801;652282;6849339;1;1;1
20810;652282;6864141;0;1;0
20810;652282;6865480;0;1;0
20801;652283;6862061;0;0;0
20801;652284;6862346;0;1;0
20810;652285;6849358;1;1;0
20801;652285;7031251;1;1;1
20820;652286;6864324;1;0;0
20820;652287;7031249;1;1;1
20801;652288;6852437;1;1;1
20810;652289;6865820;1;0;0
20810;652290;6861769;1;1;1
20810;652293;6860903;0;1;0
20820;652294;6861237;1;1;1
20815;652294;6861767;0;1;1
20801;652294;6863360;1;1;1
20810;652295;6871784;1;1;1
20820;652297;6863353;1;1;1
20810;652297;6864776;0;1;0
20820;652299;6864777;1;1;1
20810;652301;6849827;1;1;1
20820;652301;6862180;1;1;1
20801;652303;6863544;0;1;0
20810;652303;6865433;1;0;0
20820;652304;6849828;1;1;1
20820;652306;6864207;1;1;1
20810;652307;6870915;1;1;1
20801;652311;6865437;0;0;0
20801;652312;6862421;0;0;0
20801;652312;6863277;0;0;0
20820;652312;6865332;1;0;0
20810;652316;6865300;0;1;0
20810;652317;6862679;1;0;1
20815;652317;6864221;0;1;1
20820;652317;6866272;1;1;1
20820;652318;6865818;1;0;0
20801;652320;6865795;0;0;0
20820;652328;6865753;1;1;1
20820;652329;6860672;1;1;1
20801;652329;6863786;0;1;0
20801;652329;6864803;0;0;0
20815;652329;6865447;0;1;0
20801;652331;6979264;0;1;1
20820;652333;6859009;1;1;1
20810;652333;6863791;0;1;1
20801;652334;6865054;0;0;0
20810;652335;6862031;1;1;0
20801;652340;6855080;0;0;0
20801;652342;6859148;1;1;1
20810;652343;6858866;1;1;1
20810;652347;6855361;1;1;1
20801;652347;6861169;1;1;1
20801;652347;6861169;0;0;0
20801;652348;6862159;0;1;0
20801;652351;6857643;1;1;0
20820;652353;6871988;1;1;1
20801;652354;6862518;0;1;0
20810;652354;6865056;0;1;0
20810;652355;6882312;1;1;1
20820;652357;6863516;1;1;1
20815;652360;6882320;0;1;1
20801;652362;6850638;1;1;1
20810;652363;6843226;1;1;1
20820;652365;6871178;1;1;1
20820;652366;6863039;1;1;1
20820;652368;6659267;1;1;0
20820;652369;6868451;1;1;1
20810;652374;6865287;1;1;1
20820;652377;6861797;1;1;1
20810;652377;6862097;1;0;1
20815;652377;7001071;0;1;1
20801;652378;6659279;1;1;0
20801;652378;6863591;0;0;0
20801;652382;6862096;0;1;1
20820;652382;6882297;1;1;1
20820;652383;6909237;1;1;1
20810;652383;6909242;1;1;1
20810;652385;6862260;1;0;0
20810;652386;6863174;1;1;1
20801;652391;6855063;0;1;0
20810;652391;6876529;1;1;1
20810;652394;6865963;1;1;1
20801;652397;6870881;1;1;1
20815;652398;6870889;0;1;1
20801;652401;6860231;0;0;0
20801;652403;6865962;1;1;0
20810;652406;6860236;1;0;0
20820;652406;6862148;1;0;0
20801;652407;6858171;0;0;0
20801;652407;6867232;1;1;1
20820;652408;6880056;1;1;1
20801;652410;6864828;0;1;0
20820;652411;6860230;1;0;0
20810;652413;6860919;1;0;0
20810;652413;6863307;1;1;0
20810;652415;6866985;1;1;0
20801;652415;6878765;1;1;1
20801;652418;6850972;0;0;0
20801;652421;6860877;0;1;0
20820;652421;6863242;1;1;0
20820;652421;6870877;1;1;1
20815;652421;6880061;0;1;1
20801;652422;6860949;0;0;0
20815;652423;6864710;0;1;1
20801;652425;6575106;1;0;0
20801;652425;6864265;0;1;0
20801;652425;6866987;1;0;0
20810;652426;6862760;1;0;1
20820;652428;6862982;1;1;1
20820;652428;6871339;1;1;0
20810;652429;6857741;1;1;1
20810;652433;6860247;0;0;1
20810;652434;6962661;1;1;1
20810;652435;6860500;1;0;0
20810;652436;6863540;1;0;0
20801;652437;6860517;0;0;0
20820;652438;6860918;1;0;0
20810;652439;6863441;0;1;1
20820;652440;6856560;1;1;1
20801;652442;6862756;0;0;0
20820;652443;6860510;1;0;0
20820;652448;6851422;1;1;1
20810;652448;6856952;0;1;1
20801;652448;6864968;1;1;1
20810;652449;6860972;0;1;1
20801;652450;6432551;1;1;0
20810;652453;6859800;1;0;0
20810;652454;6868949;1;1;1
20810;652455;6863300;1;0;0
20815;652455;6864986;0;1;1
20810;652459;6865873;1;0;0
20801;652459;6910746;1;1;1
20820;652461;6432568;1;1;1
20820;652461;6962642;1;1;1
20815;652462;6860476;0;1;1
20810;652463;6860478;0;1;1
20801;652465;6859685;0;0;0
20815;652467;7029597;0;1;1
20801;652468;6860571;0;0;0
20801;652468;6860571;0;1;0
20820;652468;6864774;1;1;1
20801;652470;6851830;0;0;0
20815;652471;6857298;0;1;1
20810;652472;6432550;1;1;1
20815;652472;6432582;0;1;1
20820;652472;7102696;1;1;1
20810;652472;7102696;1;1;1
20815;652473;6858606;0;1;1
20810;652474;6864769;1;0;0
20801;652474;7102698;1;1;1
20801;652476;7029600;1;1;0
20810;652477;6869963;1;1;1
20801;652478;6851534;1;1;1
20801;652478;6862108;0;0;0
20810;652478;6869324;1;1;1
20810;652479;7101399;1;1;0
20801;652480;6862776;1;1;1
20801;652480;6866117;0;1;1
20820;652481;6863086;1;1;1
20801;652482;6865690;1;1;1
20820;652483;6843200;1;1;1
20801;652483;6863091;0;0;0
20801;652484;6879912;1;1;1
20820;652486;6857272;1;1;1
20820;652487;6840951;1;1;1
20801;652490;6663665;1;1;1
20810;652495;6859286;1;1;1
20820;652495;6864396;1;1;1
20810;652497;6858686;1;1;1
20801;652498;6850686;0;1;1
20820;652498;6858686;1;1;1
20820;652499;6849420;1;0;0
20820;652500;6663650;1;1;1
20810;652500;6663655;1;1;1
20820;652500;6858172;1;1;1
20801;652500;6858686;1;1;1
20815;652500;6862551;0;1;1
20801;652500;6866586;1;1;1
20820;652502;6859284;1;1;1
20820;652504;6866581;1;1;1
20820;652505;6287661;1;1;1
20810;652505;6287661;1;1;1
20820;652506;6817936;1;1;1
20810;652506;6817936;1;1;1
20801;652506;6862469;1;1;1
20801;652506;6862817;0;0;0
20820;652507;6862502;1;1;1
20810;652511;6863481;1;1;0
20810;652512;6863481;1;0;0
20815;652514;6862467;0;1;1
20820;652515;6863467;1;0;0
20820;652520;6859957;1;0;0
20810;652520;6862081;0;1;0
20801;652520;6863470;0;0;0
20801;652522;6452133;1;1;1
20820;652522;6850672;1;1;1
20815;652523;6170333;0;1;1
20820;652523;6859653;1;0;0
20820;652523;6863462;1;0;0
20810;652523;6864419;0;1;1
20815;652524;6859678;0;1;1
20815;652527;6853638;0;1;1
20801;652528;6859912;1;1;0
20815;652529;6858175;0;1;1
20820;652530;6394822;1;1;0
20810;652530;6394822;1;1;0
20801;652531;6394822;0;1;0
20815;652531;6394823;0;1;0
20815;652531;6866876;0;1;1
20820;652533;6186733;1;1;0
20810;652533;6186733;1;1;0
20815;652533;6186734;0;1;0
20801;652533;6850084;1;1;1
20801;652533;6857286;1;1;1
20801;652534;6186733;0;1;0
20810;652534;6850018;1;1;1
20810;652536;6858357;1;1;1
20820;652536;6865452;1;1;1
20801;652538;6859646;0;1;0
20810;652538;6862544;1;0;0
20810;652538;6862545;1;1;1
20801;652538;6869796;1;1;1
20810;652539;6863255;1;0;0
20810;652540;6861271;1;1;1
20810;652542;6862455;0;0;1
20820;652543;6863896;1;1;1
20810;652543;6878753;1;1;1
20810;652545;6850659;1;1;1
20801;652545;6851598;0;0;0
20801;652545;6863492;0;0;0
20810;652546;6879939;1;1;1
20810;652547;6236285;1;1;0
20801;652548;6826275;0;0;0
20801;652548;6864090;1;1;1
20801;652550;6869365;1;0;0
20820;652550;7070909;1;0;0
20801;652553;6864651;1;1;1
20815;652554;6236280;0;1;1
20801;652557;6862561;0;0;0
20801;652557;6863450;1;1;1
20801;652558;6849582;0;0;0
20810;652558;6863649;1;0;0
20801;652569;6851352;0;0;0
20810;652571;6875508;1;1;1
20820;652573;6862165;1;0;0
20820;652573;6862165;1;1;1
20801;652574;6856531;1;1;1
20801;652574;6864279;0;1;0
20820;652576;6862548;1;0;0
20801;652579;6863165;0;0;0
20801;652579;6863165;0;0;0
20801;652584;6827040;1;1;1
20820;652585;6856053;1;1;1
20801;652586;6863685;0;0;0
20810;652590;6827055;1;1;1
20810;652590;6862606;1;0;0
20810;652591;6870347;1;1;1
20820;652595;6827060;1;1;0
20801;652595;6864363;0;1;1
20815;652596;6738719;0;1;1
20801;652596;6738719;1;1;0
20815;652596;6827057;0;1;1
20810;652598;6862973;1;1;0
20801;652598;6863138;1;1;1
20810;652599;6869294;1;1;1
20815;652601;6865516;0;1;1
20801;652602;6862138;1;1;0
20801;652602;6862340;0;0;0
20810;652602;6866609;1;1;1
20810;652603;6738707;1;1;1
20820;652603;6738726;1;1;1
20810;652608;6862338;1;0;0
20815;652610;6866142;0;1;1
20810;652611;6869263;1;1;1
20810;652613;6866158;1;1;1
20820;652616;6844129;1;1;1
20810;652619;6860950;0;1;0
20801;652625;6858997;0;0;0
20801;652626;6859156;0;0;0
20801;652635;6863827;0;1;0
20810;652643;6864023;1;1;1
20820;652643;6865180;1;1;1
20820;652648;6859126;1;1;1
20801;652648;6860837;0;0;0
20801;652648;6861576;0;0;0
20801;652650;6864617;0;0;0
20810;652653;6860847;1;0;0
20810;652657;6853527;1;1;1
20801;652658;6860999;1;1;0
20801;652658;6860999;1;1;1
20810;652658;6862748;1;0;0
20801;652660;6862837;0;1;0
20820;652661;6859102;1;1;1
20810;652661;6863409;0;1;1
20801;652663;6844109;1;1;1
20810;652663;6869293;1;1;1
20820;652664;6863282;1;1;1
20810;652666;6859102;1;1;0
20820;652666;6860838;1;0;0
20810;652667;6855823;1;1;1
20815;652668;6860247;0;1;1
20810;652671;6858989;1;1;1
20801;652677;6870920;0;1;0
20820;652678;6864610;1;0;1
20820;652678;6864610;1;0;1
20801;652678;6873239;1;1;1
20815;652680;6864415;0;1;1
20820;652681;6861121;1;1;1
20815;652684;6912647;0;1;1
20801;652685;6912647;1;1;1
20810;652689;6863923;0;1;0
20820;652690;6859602;1;1;1
20820;652691;6860165;1;1;1
20810;652693;6859596;1;1;1
20810;652693;6864386;0;1;1
20810;652694;6871285;1;1;1
20810;652697;6859318;1;1;1
20810;652700;6864605;0;1;1
20810;652703;6857555;1;1;1
20815;652705;6855910;0;1;1
20810;652707;6864731;0;1;0
20801;652707;6871376;1;1;0
20801;652708;6869133;0;0;0
20820;652710;6863729;1;1;1
20801;652710;6864716;0;0;0
20801;652713;6852779;1;1;1
20801;652714;6862872;0;1;0
20810;652714;6863739;1;1;1
20815;652715;6862086;0;1;1
20820;652719;6864153;1;1;1
20815;652722;6861494;0;1;1
20815;652723;6861147;0;1;1
20810;652732;6869134;1;1;0
20810;652733;6861898;0;1;0
20815;652734;6861790;0;1;1
20810;652738;6865012;1;1;1
20810;652739;6863801;1;0;0
20801;652741;6863798;0;0;0
20801;652743;6860661;0;0;0
20801;652744;6725957;1;1;0
20815;652744;6863812;0;1;1
20820;652747;6863806;1;0;0
20801;652750;6858836;0;1;1
20801;652750;6861451;0;1;0
20820;652750;6907735;1;1;1
20815;652750;6907735;0;1;1
20810;652751;6907721;1;1;1
20820;652752;6725978;1;1;1
20820;652752;6870157;1;1;1
20810;652753;6725956;1;1;1
20820;652754;6861817;1;1;1
20801;652754;6862017;0;1;0
20801;652756;6861823;1;1;1
20810;652756;6863463;1;0;0
20815;652757;6863046;0;1;1
20801;652758;6863035;0;1;0
20820;652758;6864726;1;1;1
20815;652758;6868500;0;1;1
20810;652759;6862048;0;1;0
20810;652762;6859198;1;1;1
20801;652764;6862356;0;1;0
20815;652764;6976656;0;1;0
20801;652765;6859189;0;0;0
20801;652765;6864373;0;0;0
20801;652766;6849844;0;0;0
20801;652766;6976657;1;1;1
20810;652768;6873998;0;1;1
20820;652769;6859206;1;0;0
20820;652769;6859206;1;1;0
20801;652769;6862210;0;1;0
20801;652770;6857513;1;0;0
20815;652770;6858717;0;1;1
20801;652771;6863000;0;0;0
20801;652772;6740082;0;1;0
20810;652776;6869015;0;1;1
20801;652777;6863805;0;1;0
20820;652780;6862762;1;1;1
20810;652780;7007736;1;1;1
20815;652782;7007708;0;1;1
20801;652783;6817445;1;1;1
20801;652787;6863439;0;1;0
20820;652788;6865761;1;1;1
20810;652789;6868511;1;1;1
20801;652790;6858663;0;0;0
20820;652792;6863024;1;0;0
20801;652794;6862588;0;0;0
20801;652794;6864156;0;1;0
20810;652794;6868872;1;1;0
20810;652795;6858680;1;0;0
20815;652796;6860783;0;1;1
20815;652800;6854684;0;1;1
20801;652803;6854681;1;1;1
20801;652803;6858386;0;1;1
20810;652804;6862193;0;1;0
20810;652805;6863013;1;1;0
20801;652806;6864791;0;0;0
20810;652807;6864574;1;1;0
20820;652808;6956969;1;1;1
20810;652808;6956969;1;1;1
20801;652810;6859558;1;1;1
20820;652810;7007716;1;1;1
20801;652811;6863374;0;0;0
20820;652814;6836195;1;1;1
20815;652815;6858379;0;1;1
20810;652815;6870172;1;0;0
20801;652816;6865213;1;1;1
20801;652817;7007708;1;1;1
20820;652820;6870216;1;0;0
20801;652824;6849702;0;0;0
20820;652827;6858628;1;0;0
20815;652827;6859254;0;1;1
20810;652828;6872616;1;1;0
20815;652830;6853063;0;1;1
20810;652832;6863060;0;1;1
20810;652836;6868798;1;0;0
20815;652839;6856322;0;1;1
20801;652839;7100526;0;1;1
20810;652841;6861699;1;0;0
20815;652843;6836085;0;1;1
20801;652843;6847830;1;1;1
20801;652843;6861149;1;1;1
20820;652843;6862145;1;0;1
20810;652845;6869153;1;1;1
20820;652848;6864488;1;1;1
20801;652849;6864505;0;0;0
20801;652850;6862106;0;1;0
20810;652851;6839833;1;1;1
20820;652853;6861686;1;0;0
20801;652853;6861719;0;0;0
20801;652853;6862813;0;0;0
20810;652855;6858539;0;1;1
20801;652855;6868857;0;0;0
20820;652857;6847854;1;1;1
20810;652858;6664934;1;1;1
20801;652858;6847785;0;0;0
20820;652858;6861179;1;1;1
20801;652859;6856205;1;1;1
20820;652860;6664926;1;1;1
20810;652861;6869257;1;1;1
20810;652863;6864284;0;1;1
20820;652864;6862535;1;1;1
20801;652865;6858315;1;0;0
20810;652866;6847884;1;1;0
20801;652866;6855573;1;1;1
20815;652869;6663781;0;1;1
20801;652870;6870190;1;0;0
20810;652872;6836083;1;1;1
20801;652875;6836127;1;1;1
20820;652876;6861494;1;1;1
20801;652877;6847705;0;0;0
20810;652878;6862582;0;1;0
20820;652883;6858672;1;1;1
20801;652884;6662453;0;1;1
20801;652884;6864262;0;1;0
20810;652884;6864377;0;1;0
20801;652893;6863875;0;0;0
20801;652894;6840549;1;1;0
20801;652895;6863198;0;1;0
20810;652896;6869320;1;1;0
20820;652897;6893157;1;1;0
20801;652899;6893158;1;1;1
20810;652900;6859701;1;0;0
20801;652900;6864205;0;0;0
20820;652903;6869348;1;1;1
20820;652904;6740040;1;0;0
20801;652904;6864505;0;0;0
20810;652907;6858810;0;1;0
20820;652908;6860827;1;1;1
20810;652909;6857679;1;1;1
20810;652909;6860824;1;1;1
20810;652910;6849730;1;1;1
20810;652912;6852745;1;1;1
20801;652912;6869303;0;1;0
20820;652913;6864187;1;0;0
20820;652913;6864187;1;0;1
20801;652914;6839025;1;1;1
20801;652915;6862680;1;1;1
20820;652916;6857989;1;1;1
20801;652916;6859954;1;1;1
20820;652917;6168166;1;1;1
20810;652919;6863991;0;1;1
20801;652921;6858168;0;0;0
20810;652922;6893283;1;1;0
20810;652924;6168170;1;1;1
20801;652925;6867869;1;1;1
20820;652926;6859689;1;0;0
20815;652926;6867831;0;1;1
20820;652929;6855043;1;1;1
20810;652929;6858139;1;0;0
20801;652929;6859689;0;0;0
20815;652929;6864152;0;1;1
20801;652930;6857912;1;1;1
20810;652930;6862271;1;0;0
20810;652931;6856505;1;1;1
20820;652931;6864639;1;1;1
20810;652932;6840945;1;1;1
20801;652932;6863976;0;1;1
20820;652933;6858127;1;0;0
20801;652938;6864587;0;0;0
20801;652939;6855031;0;1;1
20810;652939;6855031;1;1;1
20810;652943;6861891;1;1;1
20801;652944;6861933;0;0;0
20810;652944;6862837;1;0;0
20810;652945;6868506;1;1;0
20801;652946;6863623;1;1;1
20810;652947;6864184;1;0;0
20810;652947;6864185;0;1;0
20810;652949;6859353;1;1;1
20801;652949;6868586;0;0;0
20801;652956;6857347;1;1;1
20801;652958;6862133;0;1;0
20810;652960;6865795;1;1;1
20810;652961;6864671;1;1;0
20815;652962;6837710;0;1;1
20801;652962;6864260;0;0;0
20801;652964;6864731;0;0;0
20810;652964;6867806;0;1;0
20820;652966;6843522;1;1;1
20820;652966;6861885;1;1;1
20801;652969;6666599;1;1;1
20810;652969;6843519;1;1;1
20810;652969;6864603;0;1;0
20801;652970;6862647;0;0;0
20820;652971;6874068;1;1;1
20810;652972;6666606;1;1;1
20815;652972;6857968;0;1;1
20820;652974;6666606;1;1;1
20801;652974;6843522;0;1;1
20810;652975;6857856;1;0;0
20801;652975;6868861;0;0;0
20801;652977;6864571;1;1;1
20801;652978;6870269;1;1;1
20801;652979;6348798;1;1;1
20810;652979;6866485;0;1;1
20820;652980;6864871;1;1;1
20801;652983;6834103;1;1;1
20810;652983;6864895;1;0;0
20801;652984;6857828;0;0;0
20801;652984;6863220;0;1;0
20801;652984;6864867;1;1;0
20801;652985;6864054;0;0;0
20801;652988;6867793;0;0;0
20801;652990;6821800;1;1;1
20810;652990;6834157;0;1;0
20801;652991;6861044;0;1;0
20801;652993;6869575;0;0;0
20810;652995;6865238;1;1;1
20820;652995;6867906;1;1;1
20815;652996;6870299;0;1;1
20820;652998;6866220;1;1;1
20820;652999;6837774;1;1;1
20820;653000;6857827;1;0;0
